2.940473 2.739923 2.534085 2.322256 2.103607 1.877168 1.641819 1.396322 1.139448 0.870361 0.589731 0.302869 0.028893 -0.172701 -0.142077 0.315938 0.679481 0.445580 0.155307 -0.014760 -0.108489 -0.166845 -0.210864 -0.250495 -0.290382 -0.332656 -0.378224 -0.427399 -0.480194 -0.536480 -0.596061 
3.145448 2.941793 2.732132 2.515526 2.290802 2.056485 1.810677 1.550908 1.273906 0.975289 0.649218 0.288397 -0.113346 -0.542029 -0.823294 0.395929 2.062563 0.640282 0.159239 0.018046 -0.030344 -0.053322 -0.071946 -0.093370 -0.119969 -0.152328 -0.190341 -0.233642 -0.281789 -0.334340 -0.390878 
3.355641 3.149639 2.937087 2.716861 2.487524 2.247198 1.993366 1.722545 1.429732 1.107385 0.743391 0.316565 -0.214982 -0.951701 -2.236618 -7.144073 -0.194774 -0.144610 -0.087099 -0.020551 0.028222 0.057712 0.070441 0.069186 0.056305 0.033689 0.002842 -0.035038 -0.078987 -0.128219 -0.182090 
3.571461 3.363999 3.149665 2.927236 2.695131 2.451263 2.192801 1.915773 1.614389 1.279772 0.897445 0.441850 -0.136969 -0.949235 -2.253849 -4.132650 -3.007581 -1.027004 -0.327291 -0.038857 0.106464 0.185495 0.226730 0.243289 0.242248 0.227888 0.203019 0.169604 0.129076 0.082521 0.030785 
3.793155 3.585188 3.370281 3.147205 2.914380 2.669740 2.410511 2.132875 1.831416 1.498199 1.121207 0.681826 0.151787 -0.503215 -1.266722 -1.822293 -1.551807 -0.807620 -0.254736 0.063846 0.244896 0.348962 0.406817 0.434567 0.441283 0.432461 0.411659 0.381302 0.343127 0.298415 0.248148 
4.020783 3.813276 3.599010 3.376842 3.145331 2.902638 2.646372 2.373397 2.079551 1.759332 1.405688 1.010594 0.568788 0.091643 -0.356506 -0.620151 -0.556931 -0.260805 0.055854 0.295519 0.455582 0.556423 0.615938 0.646331 0.655552 0.648838 0.629740 0.600748 0.563664 0.519831 0.470275 
4.254224 4.048087 3.835592 3.615755 3.387376 3.148984 2.898775 2.634564 2.353785 2.053662 1.731842 1.388187 1.029112 0.676181 0.376639 0.198188 0.182710 0.296314 0.458595 0.608980 0.724595 0.804191 0.853481 0.878830 0.885486 0.877427 0.857605 0.828212 0.790899 0.746932 0.697295 
4.493191 4.289226 4.079478 3.863164 3.639380 3.407083 3.165112 2.912252 2.647405 2.369992 2.080796 1.783592 1.487875 1.212206 0.985153 0.837557 0.784237 0.810314 0.880395 0.960581 1.030527 1.082257 1.114746 1.129802 1.129963 1.117657 1.094952 1.063531 1.024743 0.979669 0.929179 
4.737257 4.536131 4.329907 4.118023 3.899875 3.674842 3.442352 3.202002 2.953798 2.698570 2.438680 2.179065 1.928506 1.700399 1.511474 1.376839 1.302509 1.281002 1.294771 1.324566 1.355773 1.379974 1.393532 1.395637 1.386841 1.368221 1.340960 1.306173 1.264838 1.217795 1.165752 
4.985906 4.788125 4.585988 4.379143 4.167261 3.950086 3.727514 3.499736 3.267457 3.032234 2.796937 2.566304 2.347355 2.149242 1.981906 1.853296 1.766116 1.716218 1.694056 1.688248 1.688832 1.688784 1.683981 1.672448 1.653555 1.627409 1.594472 1.555337 1.510620 1.460903 1.406714 
5.238558 5.044474 4.846780 4.645310 4.439966 4.230772 4.017965 3.802109 3.584279 3.366282 3.150928 2.942250 2.745545 2.566997 2.412690 2.287078 2.191477 2.123407 2.077284 2.046075 2.023022 2.002709 1.981378 1.956735 1.927576 1.893410 1.854183 1.810077 1.761392 1.708473 1.651671 
5.494618 5.304436 5.111360 4.915372 4.716552 4.515127 4.311547 4.106579 3.901433 3.697898 3.498465 3.306388 3.125578 2.960243 2.814229 2.690175 2.588758 2.508409 2.445662 2.395995 2.354761 2.317901 2.282267 2.245657 2.206671 2.164509 2.118790 2.069402 2.016399 1.959924 1.900172 
5.753500 5.567302 5.378867 5.188291 4.995779 4.801690 4.606588 4.411323 4.217096 4.025540 3.838762 3.659319 3.490083 3.333962 3.193470 3.070240 2.964640 2.875628 2.800951 2.737587 2.682289 2.632028 2.584266 2.537056 2.489010 2.439210 2.387093 2.332359 2.274883 2.214655 2.151738 
6.014651 5.832419 5.648532 5.463170 5.276619 5.089309 4.901855 4.715101 4.530169 4.348485 4.171782 4.002050 3.841411 3.691905 3.555227 3.432432 3.323723 3.228384 3.144889 3.071157 3.004869 2.943757 2.885808 2.829369 2.773164 2.716268 2.658043 2.598077 2.536131 2.472081 2.405891 
6.277565 6.099203 5.919691 5.739263 5.558249 5.377112 5.196465 5.017109 4.840046 4.666493 4.497856 4.335680 4.181544 4.036913 3.902956 3.780379 3.669297 3.569202 3.479026 3.397293 3.322317 3.252385 3.185906 3.121505 3.058058 2.994693 2.930759 2.865797 2.799495 2.731657 2.662172 
6.541792 6.367149 6.191784 6.015960 5.840029 5.664454 5.489821 5.316860 5.146449 4.979608 4.817474 4.661251 4.512126 4.371167 4.239204 4.116723 4.003789 3.900032 3.804683 3.716671 3.634745 3.557596 3.483968 3.412730 3.342909 3.273717 3.204529 3.134875 3.064409 2.992890 2.920156 
6.806942 6.635830 6.464351 6.292782 6.121475 5.950876 5.781530 5.614085 5.449301 5.288026 5.131180 4.979704 4.834502 4.696367 4.565899 4.443443 4.329037 4.222403 4.122974 4.029955 3.942403 3.859308 3.779672 3.702564 3.627161 3.552761 3.478787 3.404782 3.330391 3.255348 3.179464 
